weapon_name,physical_dmg,magic_dmg,fire_dmg,lightning_dmg,holy_dmg,crit_multiplier,poise_dmg,strength_scaling,dexterity_scaling,intelligence_scaling,faith_scaling,arcane_scaling,physical_def,magic_def,fire_def,lightning_def,holy_def,guard_boost,status_resistance,weight,weapon_type,affinity
Morning Star (occult),254,0,0,0,0,100,116,D,E,Z,Z,B,47.0,31.0,31.0,31.0,31.0,34.1,15.0,5.0,Hammers,occult
Spiked Club (occult),245,0,0,0,0,100,106,D,E,Z,Z,A,45.0,30.0,30.0,30.0,30.0,33.0,15.0,5.0,Hammers,occult
Stone Club (occult),263,0,0,0,0,100,130,D,E,Z,Z,B,52.0,35.0,35.0,35.0,35.0,39.6,17.0,7.0,Hammers,occult
Warpick (occult),231,0,0,0,0,100,106,E,E,Z,Z,B,40.0,27.0,27.0,27.0,27.0,29.7,13.0,2.5,Hammers,occult
Gargoyle's Twinblade (poison),253,0,0,0,0,100,100,B,E,Z,Z,D,45.6,30.4,30.4,30.4,30.4,32.0,16.0,8.5,Twinblades,poison
Godskin Peeler (poison),249,0,0,0,0,100,90,D,B,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,15.0,8.0,Twinblades,poison
Twinblade (poison),245,0,0,0,0,100,90,D,C,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,15.0,7.0,Twinblades,poison
Twinned Knight Swords (poison),251,0,0,0,0,100,94,B,D,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,15.0,8.0,Twinblades,poison
Caestus (quality),176,0,0,0,0,100,100,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,22.0,10.0,1.5,Fists,quality
Iron Ball (quality),196,0,0,0,0,100,110,B,B,Z,Z,Z,38.0,22.0,22.0,22.0,22.0,24.2,11.0,2.5,Fists,quality
Katar (quality),190,0,0,0,0,110,100,B,B,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,23.1,10.0,2.5,Fists,quality
Spiked Caestus (quality),178,0,0,0,0,100,100,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,22.0,10.0,2.0,Fists,quality
Star Fist (quality),205,0,0,0,0,100,112,B,B,Z,Z,Z,41.0,23.0,23.0,23.0,23.0,25.3,11.0,3.0,Fists,quality
Duelist Greataxe (magic),328,328,0,0,0,100,156,E,E,C,Z,Z,74.1,58.75,44.65,44.65,54.05,52.0,24.7,20.0,ColossalWeapons,magic
Giant-Crusher (magic),300,300,0,0,0,100,224,D,Z,B,Z,Z,83.6,65.0,49.4,49.4,59.8,58.0,27.55,26.5,ColossalWeapons,magic
Golem's Halberd (magic),306,306,0,0,0,100,134,D,E,C,Z,Z,71.25,56.25,42.75,42.75,51.75,50.0,23.75,21.5,ColossalWeapons,magic
Prelate's Inferno Crozier (magic),302,302,0,0,0,100,210,D,E,B,Z,Z,77.9,61.25,46.55,46.55,56.35,55.0,25.65,23.5,ColossalWeapons,magic
Rotten Greataxe (magic),314,314,0,0,0,100,156,E,E,C,Z,Z,74.1,58.75,44.65,44.65,54.05,52.0,24.7,20.0,ColossalWeapons,magic
Bloodhound Claws (lightning),165,0,0,165,0,110,78,E,C,Z,Z,Z,36.1,20.9,25.3,27.5,20.9,22.0,10.45,3.0,Claws,lightning
Hookclaws (lightning),154,0,0,154,0,110,72,E,C,Z,Z,Z,33.25,19.0,23.0,25.0,19.0,20.0,9.5,2.0,Claws,lightning
Raptor Talons (lightning),142,0,0,142,0,110,68,E,C,Z,Z,Z,31.35,18.05,21.85,23.75,18.05,19.0,8.55,1.5,Claws,lightning
Venomous Fang (lightning),161,0,0,161,0,100,78,E,C,Z,Z,Z,34.2,19.95,24.15,26.25,19.95,19.0,9.5,2.5,Claws,lightning
Club (keen),230,0,0,0,0,100,102,E,A,Z,Z,Z,41.0,27.0,27.0,27.0,27.0,29.7,13.0,3.5,Hammers,keen
Curved Club (keen),256,0,0,0,0,100,106,E,B,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,5.0,Hammers,keen
Hammer (keen),279,0,0,0,0,100,116,E,B,Z,Z,Z,51.0,34.0,34.0,34.0,34.0,39.6,17.0,6.5,Hammers,keen
Mace (keen),258,0,0,0,0,100,112,E,B,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,4.5,Hammers,keen
Monk's Flamemace (keen),264,0,0,0,0,100,123,E,A,Z,Z,Z,49.0,33.0,33.0,33.0,33.0,36.3,16.0,6.0,Hammers,keen
Morning Star (keen),265,0,0,0,0,100,116,E,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,34.1,15.0,5.0,Hammers,keen
Spiked Club (keen),256,0,0,0,0,100,106,E,B,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,33.0,15.0,5.0,Hammers,keen
Stone Club (keen),274,0,0,0,0,100,130,D,B,Z,Z,Z,52.0,35.0,35.0,35.0,35.0,39.6,17.0,7.0,Hammers,keen
Warpick (keen),242,0,0,0,0,100,106,E,B,Z,Z,Z,40.0,27.0,27.0,27.0,27.0,29.7,13.0,2.5,Hammers,keen
Broadsword (blood),240,0,0,0,0,100,94,B,D,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,14.25,4.0,StraightSwords,blood
Cane Sword (blood),197,0,0,0,0,100,86,D,B,Z,Z,D,38.95,25.65,25.65,25.65,25.65,27.0,12.35,2.5,StraightSwords,blood
Longsword (blood),225,0,0,0,0,100,90,C,D,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,14.25,3.5,StraightSwords,blood
Lordsworn's Straight Sword (blood),236,0,0,0,0,110,90,C,C,Z,Z,D,42.75,28.5,28.5,28.5,28.5,30.0,14.25,3.5,StraightSwords,blood
Noble's Slender Sword (blood),206,0,0,0,0,110,80,E,B,Z,Z,D,40.85,27.55,27.55,27.55,27.55,30.0,13.3,3.5,StraightSwords,blood
Short Sword (blood),208,0,0,0,0,100,90,C,C,Z,Z,D,39.9,26.6,26.6,26.6,26.6,28.0,13.3,3.0,StraightSwords,blood
Warhawk's Talon (blood),206,0,0,0,0,100,84,D,B,Z,Z,D,39.9,26.6,26.6,26.6,26.6,30.0,13.3,3.0,StraightSwords,blood
Weathered Straight Sword (blood),210,0,0,0,0,100,90,C,C,Z,Z,D,40.85,27.55,27.55,27.55,27.55,27.0,13.3,3.0,StraightSwords,blood
Godskin Stitcher (keen),284,0,0,0,0,100,94,E,B,Z,Z,Z,55.0,38.0,38.0,38.0,38.0,36.3,16.0,7.0,HeavyThrustingSwords,keen
Great epee (keen),279,0,0,0,0,124,94,E,B,Z,Z,Z,52.0,36.0,36.0,36.0,36.0,34.1,15.0,6.5,HeavyThrustingSwords,keen
Eleonora's Poleblade,176,0,176,0,0,100,84,E,C,Z,Z,D,33.0,23.0,47.0,23.0,23.0,30.8,14.0,6.0,Twinblades,standard
Gargoyle's Black Blades,198,0,0,0,237,100,100,B,E,Z,D,Z,32.0,26.0,26.0,26.0,59.0,35.2,16.0,8.5,Twinblades,standard
Gargoyle's Twinblade,301,0,0,0,0,100,100,B,E,Z,Z,Z,48.0,32.0,32.0,32.0,32.0,38.4,16.0,8.5,Twinblades,standard
Godskin Peeler,296,0,0,0,0,100,90,D,B,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,37.2,15.0,8.0,Twinblades,standard
Twinblade,291,0,0,0,0,100,90,D,C,Z,Z,Z,45.0,30.0,30.0,30.0,30.0,36.0,15.0,7.0,Twinblades,standard
Twinned Knight Swords,298,0,0,0,0,100,94,C,D,Z,Z,Z,47.0,31.0,31.0,31.0,31.0,37.2,15.0,8.0,Twinblades,standard
Chainlink Flail (occult),240,0,0,0,0,100,122,D,E,Z,Z,B,43.0,28.0,28.0,28.0,28.0,26.4,18.0,8.0,Flails,occult
Flail (occult),240,0,0,0,0,100,112,E,D,Z,Z,B,36.0,24.0,24.0,24.0,24.0,22.0,15.0,5.0,Flails,occult
Nightrider Flail (occult),247,0,0,0,0,100,116,E,D,Z,Z,B,37.0,25.0,25.0,25.0,25.0,23.1,15.0,6.0,Flails,occult
Rogier's Rapier (magic),178,178,0,0,0,110,62,E,D,B,Z,Z,46.55,41.25,31.35,31.35,37.95,22.0,10.45,3.5,ThrustingSwords,magic
Rapier (magic),184,184,0,0,0,130,60,E,E,B,Z,Z,42.75,37.5,28.5,28.5,34.5,20.0,9.5,2.5,ThrustingSwords,magic
Noble's Estoc (magic),198,198,0,0,0,100,60,E,E,C,Z,Z,46.55,41.25,31.35,31.35,37.95,22.0,10.45,3.5,ThrustingSwords,magic
Estoc (magic),204,204,0,0,0,100,66,E,E,C,Z,Z,51.3,45.0,34.2,34.2,41.4,24.0,11.4,4.5,ThrustingSwords,magic
Cleanrot Knight's Sword (magic),208,208,0,0,0,100,66,E,E,C,Z,Z,48.45,42.5,32.3,32.3,39.1,23.0,10.45,4.0,ThrustingSwords,magic
Antspur Rapier (magic),188,188,0,0,0,100,62,E,E,B,Z,Z,44.65,38.75,29.45,29.45,35.65,21.0,9.5,3.0,ThrustingSwords,magic
Caestus (magic),172,172,0,0,0,100,100,E,E,B,Z,Z,33.25,25.0,19.0,19.0,23.0,20.0,9.5,1.5,Fists,magic
Iron Ball (magic),192,192,0,0,0,100,110,E,E,C,Z,Z,36.1,27.5,20.9,20.9,25.3,22.0,10.45,2.5,Fists,magic
Katar (magic),186,186,0,0,0,110,100,E,E,C,Z,Z,34.2,26.25,19.95,19.95,24.15,21.0,9.5,2.5,Fists,magic
Spiked Caestus (magic),174,174,0,0,0,100,100,E,E,B,Z,Z,33.25,25.0,19.0,19.0,23.0,20.0,9.5,2.0,Fists,magic
Star Fist (magic),200,200,0,0,0,100,112,E,E,C,Z,Z,38.95,28.75,21.85,21.85,26.45,23.0,10.45,3.0,Fists,magic
Hoslow's Petal Whip (sacred),210,0,0,0,210,100,92,E,D,Z,D,Z,26.6,19.55,16.15,16.15,21.25,17.0,10.45,3.5,Whips,sacred
Thorned Whip (sacred),194,0,0,0,194,100,84,E,D,Z,C,Z,24.7,17.25,14.25,14.25,18.75,15.0,9.5,2.5,Whips,sacred
Urumi (sacred),192,0,0,0,192,100,92,E,D,Z,C,Z,25.65,18.4,15.2,15.2,20.0,15.0,10.45,3.0,Whips,sacred
Whip (sacred),192,0,0,0,192,100,84,E,D,Z,C,Z,23.75,17.25,14.25,14.25,18.75,15.0,9.5,2.0,Whips,sacred
Chainlink Flail (blood),230,0,0,0,0,100,122,A,E,Z,Z,D,40.85,26.6,26.6,26.6,26.6,24.0,17.1,8.0,Flails,blood
Flail (blood),230,0,0,0,0,100,112,C,B,Z,Z,D,34.2,22.8,22.8,22.8,22.8,20.0,14.25,5.0,Flails,blood
Nightrider Flail (blood),236,0,0,0,0,100,116,D,B,Z,Z,D,35.15,23.75,23.75,23.75,23.75,21.0,14.25,6.0,Flails,blood
Bloodhound Claws (occult),213,0,0,0,0,110,78,D,E,Z,Z,B,38.0,22.0,22.0,22.0,22.0,24.2,11.0,3.0,Claws,occult
Hookclaws (occult),200,0,0,0,0,110,72,E,D,Z,Z,B,35.0,20.0,20.0,20.0,20.0,22.0,10.0,2.0,Claws,occult
Raptor Talons (occult),184,0,0,0,0,110,68,E,C,Z,Z,B,33.0,19.0,19.0,19.0,19.0,20.9,9.0,1.5,Claws,occult
Venomous Fang (occult),209,0,0,0,0,100,78,E,D,Z,Z,B,36.0,21.0,21.0,21.0,21.0,20.9,10.0,2.5,Claws,occult
Club (sacred),196,0,0,0,196,100,102,D,Z,Z,B,Z,38.95,31.05,25.65,25.65,33.75,27.0,12.35,3.5,Hammers,sacred
Curved Club (sacred),218,0,0,0,218,100,106,D,E,Z,B,Z,42.75,34.5,28.5,28.5,37.5,30.0,14.25,5.0,Hammers,sacred
Hammer (sacred),238,0,0,0,238,100,116,D,E,Z,C,Z,48.45,39.1,32.3,32.3,42.5,36.0,16.15,6.5,Hammers,sacred
Mace (sacred),220,0,0,0,220,100,112,E,E,Z,B,Z,42.75,34.5,28.5,28.5,37.5,30.0,14.25,4.5,Hammers,sacred
Monk's Flamemace (sacred),240,0,0,0,240,100,112,E,D,Z,C,Z,46.55,37.95,31.35,31.35,41.25,33.0,15.2,6.0,Hammers,sacred
Morning Star (sacred),226,0,0,0,226,100,116,E,E,Z,B,Z,44.65,35.65,29.45,29.45,38.75,31.0,14.25,5.0,Hammers,sacred
Spiked Club (sacred),218,0,0,0,218,100,106,D,E,Z,B,Z,42.75,34.5,28.5,28.5,37.5,30.0,14.25,5.0,Hammers,sacred
Stone Club (sacred),234,0,0,0,234,100,130,D,E,Z,B,Z,49.4,40.25,33.25,33.25,43.75,36.0,16.15,7.0,Hammers,sacred
Warpick (sacred),206,0,0,0,206,100,106,E,E,Z,B,Z,38.0,31.05,25.65,25.65,33.75,27.0,12.35,2.5,Hammers,sacred
Bloodstained Dagger (blood),165,0,0,0,0,110,60,B,D,Z,Z,D,34.2,19.95,19.95,19.95,19.95,15.0,9.5,2.0,Daggers,blood
Celebrant's Sickle (blood),161,0,0,0,0,100,56,D,B,Z,Z,D,33.25,19.0,19.0,19.0,19.0,15.0,9.5,1.5,Daggers,blood
Dagger (blood),152,0,0,0,0,130,60,C,B,Z,Z,D,33.25,19.0,19.0,19.0,19.0,15.0,9.5,1.5,Daggers,blood
Erdsteel Dagger (blood),137,0,0,0,0,110,60,D,D,Z,D,D,34.2,19.95,19.95,19.95,19.95,15.0,9.5,2.0,Daggers,blood
Great Knife (blood),154,0,0,0,0,110,60,E,A,Z,Z,D,33.25,19.0,19.0,19.0,19.0,15.0,9.5,1.5,Daggers,blood
Misericorde (blood),189,0,0,0,0,140,56,D,C,Z,Z,D,34.2,19.95,19.95,19.95,19.95,15.0,9.5,2.0,Daggers,blood
Parrying Dagger (blood),154,0,0,0,0,110,60,D,B,Z,Z,D,33.25,19.0,19.0,19.0,19.0,15.0,9.5,1.5,Daggers,blood
Wakizashi (blood),193,0,0,0,0,100,66,C,C,Z,Z,D,39.9,22.8,22.8,22.8,22.8,18.0,11.4,3.0,Daggers,blood
Rogier's Rapier (occult),200,0,0,0,0,110,62,E,D,Z,Z,B,49.0,33.0,33.0,33.0,33.0,24.2,11.0,3.5,ThrustingSwords,occult
Rapier (occult),207,0,0,0,0,130,60,E,D,Z,Z,B,45.0,30.0,30.0,30.0,30.0,22.0,10.0,2.5,ThrustingSwords,occult
Noble's Estoc (occult),222,0,0,0,0,100,60,E,E,Z,Z,B,49.0,33.0,33.0,33.0,33.0,24.2,11.0,3.5,ThrustingSwords,occult
Estoc (occult),229,0,0,0,0,100,66,E,D,Z,Z,B,54.0,36.0,36.0,36.0,36.0,26.4,12.0,4.5,ThrustingSwords,occult
Cleanrot Knight's Sword (occult),234,0,0,0,0,100,66,D,E,Z,Z,B,51.0,34.0,34.0,34.0,34.0,25.3,11.0,4.0,ThrustingSwords,occult
Antspur Rapier (occult),211,0,0,0,0,100,62,E,D,Z,Z,B,47.0,31.0,31.0,31.0,31.0,23.1,10.0,3.0,ThrustingSwords,occult
Chainlink Flail (lightning),186,0,0,186,0,100,122,E,C,Z,Z,Z,40.85,26.6,32.2,35.0,26.6,24.0,17.1,8.0,Flails,lightning
Flail (lightning),186,0,0,186,0,100,112,E,C,Z,Z,Z,34.2,22.8,27.6,30.0,22.8,20.0,14.25,5.0,Flails,lightning
Nightrider Flail (lightning),191,0,0,191,0,100,116,E,C,Z,Z,Z,35.15,23.75,28.75,31.25,23.75,21.0,14.25,6.0,Flails,lightning
Battle Axe (lightning),212,0,0,212,0,100,112,E,C,Z,Z,Z,44.65,29.45,35.65,38.75,29.45,31.0,14.25,4.5,Axes,lightning
Celebrant's Cleaver (lightning),208,0,0,208,0,100,112,E,C,Z,Z,Z,44.65,29.45,35.65,38.75,29.45,33.0,14.25,4.5,Axes,lightning
Forked Hatchet (lightning),175,0,0,175,0,100,106,E,C,Z,Z,Z,38.0,25.65,31.05,33.75,25.65,27.0,12.35,2.5,Axes,lightning
Hand Axe (lightning),194,0,0,194,0,100,106,E,C,Z,Z,Z,39.9,26.6,32.2,35.0,26.6,28.0,13.3,3.5,Axes,lightning
Highland Axe (lightning),212,0,0,212,0,110,112,E,C,Z,Z,Z,44.65,29.45,35.65,38.75,29.45,31.0,14.25,4.5,Axes,lightning
Iron Cleaver (lightning),208,0,0,208,0,100,122,E,C,Z,Z,Z,48.45,32.3,39.1,42.5,32.3,34.0,16.15,6.0,Axes,lightning
Jawbone Axe (lightning),215,0,0,215,0,100,122,E,C,Z,Z,Z,46.55,31.35,37.95,41.25,31.35,36.0,15.2,5.5,Axes,lightning
Sacrificial Axe (lightning),220,0,0,220,0,100,122,E,C,Z,Z,Z,46.55,31.35,37.95,41.25,31.35,33.0,15.2,5.5,Axes,lightning
Warped Axe (lightning),208,0,0,208,0,100,128,D,C,Z,Z,Z,53.2,35.15,42.55,46.25,35.15,43.0,17.1,7.5,Axes,lightning
Bloodstained Dagger (quality),157,0,0,0,0,110,60,B,B,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,quality
Celebrant's Sickle (quality),153,0,0,0,0,100,56,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,quality
Dagger (quality),145,0,0,0,0,130,60,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,quality
Erdsteel Dagger (quality),131,0,0,0,0,110,60,B,B,Z,D,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,quality
Great Knife (quality),147,0,0,0,0,110,60,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,quality
Misericorde (quality),180,0,0,0,0,140,56,C,C,Z,Z,Z,36.0,21.0,21.0,21.0,21.0,16.5,10.0,2.0,Daggers,quality
Parrying Dagger (quality),147,0,0,0,0,110,60,B,B,Z,Z,Z,35.0,20.0,20.0,20.0,20.0,16.5,10.0,1.5,Daggers,quality
Wakizashi (quality),184,0,0,0,0,100,66,B,B,Z,Z,Z,42.0,24.0,24.0,24.0,24.0,19.8,12.0,3.0,Daggers,quality
Bandit's Curved Sword (magic),226,226,0,0,0,100,98,E,E,B,Z,Z,45.6,45.0,34.2,34.2,41.4,30.0,11.4,5.0,CurvedSwords,magic
Beastman's Curved Sword (magic),216,216,0,0,0,100,98,E,E,B,Z,Z,41.8,41.25,31.35,31.35,37.95,27.0,10.45,4.0,CurvedSwords,magic
Falchion (magic),208,208,0,0,0,100,94,E,E,B,Z,Z,39.9,38.75,29.45,29.45,35.65,26.0,9.5,3.5,CurvedSwords,magic
Flowing Curved Sword (magic),208,208,0,0,0,100,94,E,E,B,Z,Z,39.9,38.75,29.45,29.45,35.65,26.0,9.5,3.5,CurvedSwords,magic
Grossmesser (magic),220,220,0,0,0,100,98,E,E,B,Z,Z,43.7,42.5,32.3,32.3,39.1,28.0,10.45,4.5,CurvedSwords,magic
Mantis Blade (magic),214,214,0,0,0,100,94,E,E,B,Z,Z,41.8,41.25,31.35,31.35,37.95,27.0,10.45,4.0,CurvedSwords,magic
Scavenger's Curved Sword (magic),200,200,0,0,0,100,84,E,E,B,Z,Z,38.0,37.5,28.5,28.5,34.5,25.0,9.5,3.5,CurvedSwords,magic
Scimitar (magic),202,202,0,0,0,100,90,E,E,B,Z,Z,38.0,37.5,28.5,28.5,34.5,25.0,9.5,3.0,CurvedSwords,magic
Serpent-God's Curved Sword (magic),216,216,0,0,0,100,98,E,E,C,Z,Z,41.8,41.25,31.35,31.35,37.95,27.0,10.45,4.0,CurvedSwords,magic
Shamshir (magic),206,206,0,0,0,100,90,E,E,B,Z,Z,39.9,38.75,29.45,29.45,35.65,26.0,9.5,3.5,CurvedSwords,magic
Shotel (magic),184,184,0,0,0,100,86,E,E,C,Z,Z,35.15,33.75,25.65,25.65,31.05,22.0,8.55,2.0,CurvedSwords,magic
Rusted Anchor (sacred),284,0,0,0,284,100,164,D,E,Z,C,Z,64.6,41.4,34.2,34.2,45.0,44.0,19.95,12.5,Greataxes,sacred
Longhaft Axe (sacred),282,0,0,0,282,100,156,D,E,Z,C,Z,64.6,41.4,34.2,34.2,45.0,44.0,19.95,12.5,Greataxes,sacred
Greataxe (sacred),292,0,0,0,292,100,168,D,E,Z,C,Z,65.55,42.55,35.15,35.15,46.25,45.0,19.95,13.0,Greataxes,sacred
Great Omenkiller Cleaver (sacred),274,0,0,0,274,100,150,D,E,Z,C,Z,59.85,37.95,31.35,31.35,56.25,42.0,19.0,11.0,Greataxes,sacred
Gargoyle's Great Axe (sacred),238,0,0,0,238,100,150,D,E,Z,B,Z,55.1,35.65,29.45,29.45,38.75,37.0,17.1,8.5,Greataxes,sacred
Executioner's Greataxe (sacred),290,0,0,0,290,115,172,D,E,Z,C,Z,70.3,46.0,38.0,38.0,50.0,48.0,21.85,15.0,Greataxes,sacred
Crescent Moon Axe (sacred),282,0,0,0,282,100,156,E,D,Z,C,Z,64.6,41.4,34.2,34.2,45.0,44.0,19.95,12.5,Greataxes,sacred
Butchering Knife (sacred),258,0,0,0,258,100,150,E,D,Z,C,Z,55.1,35.65,29.45,29.45,38.75,37.0,17.1,8.5,Greataxes,sacred
Battle Hammer (heavy),279,0,0,0,0,100,213,S,Z,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,heavy
Brick Hammer (heavy),259,0,0,0,0,100,239,S,Z,Z,Z,Z,74.0,40.0,40.0,40.0,40.0,52.8,23.0,12.5,GreatHammers,heavy
Celebrant's Skull (heavy),312,0,0,0,0,100,182,B,Z,Z,Z,Z,63.0,34.0,34.0,34.0,34.0,44.0,19.0,8.5,GreatHammers,heavy
Curved Great Club (heavy),329,0,0,0,0,100,194,B,Z,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,heavy
Great Mace (heavy),283,0,0,0,0,100,220,S,Z,Z,Z,Z,71.0,38.0,38.0,38.0,38.0,50.6,22.0,11.5,GreatHammers,heavy
Great Stars (heavy),305,0,0,0,0,100,182,A,Z,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,heavy
Greathorn Hammer (heavy),303,0,0,0,0,100,172,A,Z,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,46.2,20.0,10.0,GreatHammers,heavy
Large Club (heavy),279,0,0,0,0,100,169,A,Z,Z,Z,Z,60.0,32.0,32.0,32.0,32.0,41.8,18.0,8.5,GreatHammers,heavy
Pickaxe (heavy),305,0,0,0,0,100,209,A,Z,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,heavy
Rotten Battle Hammer (heavy),268,0,0,0,0,100,213,S,Z,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,GreatHammers,heavy
Hoslow's Petal Whip (heavy),246,0,0,0,0,100,92,B,Z,Z,Z,Z,28.0,17.0,17.0,17.0,17.0,18.7,11.0,3.5,Whips,heavy
Thorned Whip (heavy),227,0,0,0,0,100,84,B,Z,Z,Z,Z,26.0,15.0,15.0,15.0,15.0,16.5,10.0,2.5,Whips,heavy
Urumi (heavy),225,0,0,0,0,100,92,A,Z,Z,Z,Z,27.0,16.0,16.0,16.0,16.0,16.5,11.0,3.0,Whips,heavy
Whip (heavy),225,0,0,0,0,100,84,B,Z,Z,Z,Z,25.0,15.0,15.0,15.0,15.0,16.5,10.0,2.0,Whips,heavy
Rogier's Rapier (cold),160,127,0,0,0,110,62,E,B,C,Z,Z,46.55,37.95,31.35,31.35,31.35,22.0,10.45,3.5,ThrustingSwords,cold
Rapier (cold),165,133,0,0,0,130,60,D,B,C,Z,Z,42.75,34.5,28.5,28.5,28.5,20.0,9.5,2.5,ThrustingSwords,cold
Noble's Estoc (cold),178,142,0,0,0,100,60,C,C,C,Z,Z,46.55,37.95,31.35,31.35,31.35,22.0,10.45,3.5,ThrustingSwords,cold
Estoc (cold),183,147,0,0,0,100,66,E,B,D,Z,Z,51.3,41.4,34.2,34.2,34.2,24.0,11.4,4.5,ThrustingSwords,cold
Cleanrot Knight's Sword (cold),187,149,0,0,0,100,66,C,D,C,Z,Z,48.45,39.1,32.3,32.3,32.3,23.0,10.45,4.0,ThrustingSwords,cold
Antspur Rapier (cold),169,135,0,0,0,100,62,C,C,C,Z,Z,44.65,35.65,29.45,29.45,29.45,21.0,9.5,3.0,ThrustingSwords,cold
Sword of Milos,345,0,0,0,0,100,126,C,C,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,48.4,21.0,10.0,Greatswords,standard
Sacred Relic Sword,289,0,0,0,186,110,112,D,B,Z,C,Z,62.0,33.0,33.0,33.0,45.0,46.2,20.0,11.0,Greatswords,standard
Ordovis's Greatsword,262,0,0,0,169,100,134,A,E,Z,C,Z,69.0,37.0,37.0,37.0,50.0,51.7,22.0,12.0,Greatswords,standard
Marais Executioner's Sword,230,149,0,0,0,100,138,B,E,Z,Z,D,68.0,49.0,36.0,36.0,36.0,50.6,22.0,11.5,Greatswords,standard
Lordsworn's Greatsword,333,0,0,0,0,110,126,C,D,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,50.4,20.0,9.0,Greatswords,standard
Knight's Greatsword,345,0,0,0,0,100,126,D,C,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,52.8,21.0,10.0,Greatswords,standard
Iron Greatsword,365,0,0,0,0,100,140,B,E,Z,Z,Z,73.0,39.0,39.0,39.0,39.0,56.4,22.0,12.0,Greatswords,standard
Helphen's Steeple,247,247,0,0,0,100,132,C,E,B,Z,Z,66.0,60.0,33.0,33.0,33.0,50.6,22.0,11.5,Greatswords,standard
Golden Order Greatsword,210,0,0,0,252,100,118,E,D,Z,B,Z,55.0,30.0,30.0,30.0,60.0,46.2,20.0,10.0,Greatswords,standard
Gargoyle's Greatsword,325,0,0,0,0,100,138,B,E,Z,Z,Z,71.0,38.0,38.0,38.0,38.0,55.2,22.0,11.5,Greatswords,standard
Gargoyle's Blackblade,249,0,0,0,298,100,138,C,D,Z,D,Z,60.0,33.0,33.0,33.0,66.0,50.6,22.0,11.5,Greatswords,standard
Forked Greatsword,303,0,0,0,0,100,112,D,C,Z,Z,Z,61.0,33.0,33.0,33.0,33.0,46.8,19.0,9.0,Greatswords,standard
Flamberge,316,0,0,0,0,100,118,D,B,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,50.4,20.0,10.0,Greatswords,standard
Death's Poker,301,88,0,0,0,100,116,C,B,D,Z,Z,60.0,39.0,33.0,33.0,33.0,42.9,19.0,8.5,Greatswords,standard
Dark Moon Greatsword,200,240,0,0,0,100,126,D,D,B,Z,Z,57.0,63.0,31.0,31.0,31.0,48.4,21.0,10.0,Greatswords,standard
Claymore,338,0,0,0,0,100,126,C,D,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,50.4,20.0,9.0,Greatswords,standard
Blasphemous Blade,296,0,191,0,0,100,138,C,C,Z,B,Z,72.0,39.0,54.0,39.0,39.0,55.0,24.0,13.5,Greatswords,standard
Bastard Sword,338,0,0,0,0,100,126,C,D,Z,Z,Z,65.0,35.0,35.0,35.0,35.0,50.4,20.0,9.0,Greatswords,standard
Banished Knight's Greatsword,347,0,0,0,0,100,132,C,D,Z,Z,Z,68.0,36.0,36.0,36.0,36.0,52.8,21.0,10.0,Greatswords,standard
Gargoyle's Twinblade (blood),253,0,0,0,0,100,100,B,E,Z,Z,D,45.6,30.4,30.4,30.4,30.4,32.0,15.2,8.5,Twinblades,blood
Godskin Peeler (blood),249,0,0,0,0,100,90,D,B,Z,Z,D,44.65,29.45,29.45,29.45,29.45,31.0,14.25,8.0,Twinblades,blood
